Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product
Lj1g0028210	Lj1g0028210			Lj1g0028210.1
AT1G01710	AT1G01710	262828	267771	acyl-CoA thioesterase
LAT2	NIL			lysophosphatidate acyltransferase
AT5G50160	AT5G50160	20432997	20435968	oxidoreductase//ferric-chelate reductase
5&beta;-POR	NIL			progesterone 5beta- reductase
&beta;-FS	NIL			beta-farnesene synthase
AT5G22500	AT5G22500	7470446	7474123	fatty acyl-CoA reductase (alcohol-forming)
HIDH	NIL			2-hydroxyisoflavanone dehydratase
AAT2	NIL			aspartate transaminase
ufgt	NIL			flavonoid 7-<i>O</i>-glucosyltransferase
AT1G50460	AT1G50460			glucokinase / fructokinase
NAD5a	ATMG00513	140724	142998	NAD5c
<i>LAR</i>	NIL			leucoanthocyanidin reductase
CAO	AT1G44446	16850799	16853664	chlorophyllide a oxygenase
Lj1g0015449	Lj1g0015449			Lj1g0015449.1
AT2G05830	AT2G05830			AT2G05830
DFR3	NIL			dihydroflavonol-4-reductase
CYP714B1				gibberellin C13 oxidase
HPT1	AT2G18950	8214424	8217456	homogentisate phytyltransferase
DES6	NIL			Delta6-acyl-lipid desaturase
AT2G26300	AT2G26300			GTPase
ATPvD1		523506	526406	135171
AT4G39330	AT4G39330	18291212	18293082	cinnamyl-alcohol dehydrogenase
AtIMD2	AT1G80560	30292655	30295190	3-isopropylmalate dehydrogenase
TCS1	NIL			caffeine synthase
psbJ		172315	172467	Photosystem II reaction center protein J
DPE1	AT5G64860	25942399	25946074	disproportionating enzyme
AT4G33770	AT4G33770	16193424	16196430	inositol-tetrakisphosphate 1-kinase 3
AT4G34030	AT4G34030	16301184	16304104	methylcrotonoyl-CoA carboxylase-beta subunit
D7OMT	NIL			daidzein-7-O-methyltransferase
Glyma.04G243900	Glyma.04G243900			Glyma.04G243900
CYP82X2	NIL			secoberbine intermediate 3-hydroxylase
Cre09.g415700	Cre09.g415700			Cre09.g415700.t1.1
EGS1	NIL			eugenol synthase
GA20ox2	AT5G51810	21072414	21074034	gibberellin 20-oxidase
AACT1	AT5G47720	19348773	19351653	acetoacetyl-CoA thiolase
Pavirv00069033m	NIL			Cinnamoyl CoA-reductase
AT1G74470	AT1G74470	27994826	27996667	geranylgeranyl reductase
AT2G22990	AT2G22990	9793396	9797259	sinapoylglucose:malate sinapoyltransferase
AT3G04080	AT3G04080	1067797	1071274	apyrase//ATPase
AT3G10550	AT3G10550	3292904	3296874	inositol or phosphatidylinositol phosphatase
Lj3g0007604	Lj3g0007604			Lj3g0007604.1
ADH1				alcohol dehydrogenase
Des6	NIL			fatty acid Delta6-desaturase
HI4'OMT	NIL			2,7,4'-trihydroxyisoflavanone-4'-O-methyltransferase
potato starch synthase III	NIL			starch synthase III
psbH		76747	77013	Photosystem II reaction center protein H
TPS-Lim	NIL			limonene synthase
AT1G74380	AT1G74380	27963239	27965115	xyloglucan 6-xylosyltransferase
TDC1	NIL			taxadiene synthase
FADX-1	NIL			(8,11)-linoleoyl desaturase
AT5G55590	AT5G55590	22537137	22539084	pectinesterase
AT1G47260	AT1G47260	17323613	17325924	NADH-ubiquinone oxidoreductase subunit
LaBERS	NIL			trans-alpha-bergamotene synthase
POPTR_0005s11950.1	POPTR_0005s11950.1			Ferulate 5-hydroxylase
AMT1.1	NIL			ammonium transporter
THAH	AT5G48000			thalianol hydroxylase
IspF	AT1G63970	23742354	23744027	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
PANC				pantoate:&beta;-alanine ligase
KAO1	AT1G05160	1487377	1490946	ent-kaurenoate oxidase
CYP704B2				long-chain fatty acid &omega;-hydroxylase
AT2G01850	AT2G01850	385198	387343	xyloglucan:xyloglucosyl transferase//ghydrolase, acting on glycosyl bonds
Seita.6G048500	Seita.6G048500			Seita.6G048500.1.p
AT1G10700	AT1G10700	3554105	3556504	ribose-phosphate diphosphokinase
sbOMT3				5-n-alk(en)ylresorcinol O-methyltransferase
CA9OMT				coniferyl alcohol 9-methyltransferase subunit
DBAT	NIL			10-deacetylbaccatin III-10-O-caetyl transferase
kcs12	NIL			amorpha-4,11-diene synthase
MP67.2	NIL			ecto apyrase
LOC_Os02g08100.1	LOC_Os02g08100			4-coumarate--CoA ligase
AT3G57050	AT3G57050	21122679	21125641	cystathionine beta-lyase
VvPNbCur	NIL			&beta;-curcumene synthase
Lj3g0023543	Lj3g0023543			Lj3g0023543.1
IGMT2	AT1G21120	7395217	7396762	indole glucosinolate methyltransferase
CYP72A154	NIL			glycyrrhetaldehyde 30-monooxygenase [multifunctional]
AT3G03540	AT3G03540	846357	848304	non-specific phospholipase C5
XT1	AT3G62720	23212093	23213889	&alpha;-xylosyltransferase
Seita.7G146000	Seita.7G146000			Seita.7G146000.1.p
ROMT-15				tricin synthase 1
NOS	NIL			noscapine synthase
UGT85A1	AT1G22400	7903649	7906662	<i>trans</i>-zeatin-<i>O</i>-&beta;-D-glycosyltransferase//glucuronosyltransferase
CPN60B1		251686	259921	132530
AT5G18200	AT5G18200	6015229	6016784	ADP:glucose-1-phosphate adenylyltransferase
CYP81Q1	NIL			(+)-piperitol/(+)-sesamin synthase
AT2G30390	AT2G30390	12958104	12961167	ferrochelatase II
lapr	NIL			adenosine 5'-phosphosulphate reductase subunit
GA3ox1	NIL			gibberellin 3-oxidase
bAS1	NIL			beta-amyrin synthase
LOX1	AT1G55020	20529375	20533940	lipoxygenase
psaC		189462	189707	ChreCp067
ANS				anthocyanidin synthase
THAD	AT5G47990			thalian-diol desaturase
PT2				deoxycohumulone 6-prenyltransferase [multifunctional]
AAO4	AT1G04580			benzaldehyde dehydrogenase / benzaldehyde oxidase
AT3G55010	AT3G55010	20397596	20399783	phosphoribosylformylglycinamidine cyclo-ligase
Soltu.DM.07G021470	Soltu.DM.07G021470			Soltu.DM.07G021470.1 // Soltu.DM.07G021470.2 // Soltu.DM.07G021470.3 // Soltu.DM.07G021470.4 // Soltu.DM.07G021470.5 // Soltu.DM.07G021470.6 // Soltu.DM.07G021470.7 // Soltu.DM.07G021470.8
GABA-TP1	NIL			gamma aminobutyrate transaminase
MTS2	NIL			monoterpene synthase 2
AT1G56430	AT1G56430			nicotianamine synthase
AT5G56080	AT5G56080	22728628	22729590	nicotianamine synthase
AT4G11030	AT4G11030	6738116	6742225	long-chain-fatty-acid-CoA ligase
GS-OX3	AT1G62560	23163488	23166314	glucosinolate S-oxygenase
SSR2				sterol side chain reductase 2
AT3G02570	AT3G02570	543353	545602	mannose-6-phosphate isomerase
TAG1	AT2G19450	8433288	8436818	diacylglycerol acyltransferase
PKHD1-1		224912	240968	171165
Cre10.g420350	Cre10.g420350	2054506	2055330	76146
HEMA1	AT1G58290	21627391	21629865	glutamyl-tRNA reductase
CYC-1				cembratrienol synthase
AT1G16400	AT1G16400	5605153	5607467	CYP79F2
dad1	AT2G44810	18486128	18487268	DAD1//triacylglycerol lipase
NAD5c	ATMG00060.1	20571	22086	NAD5c
Sb04g005210.1				4-Coumarate:coenzyme A ligase
GbCLH	NIL			chlorophyllase
CbIGS1	NIL			Cb-isoeugenol synthase
ADH	AT1G77120	28980288	28982311	alcohol dehydrogenase
AT3G01120	AT3G01120	38766	41939	cystathionine gamma-synthase
GapCp-1	AT1G79530	29920795	29924127	glyceraldehyde-3-phosphate dehydrogenase
AT2G26540	AT2G26540			uroporphyrinogen III synthase
MOMT1	NIL			flavonol 3'/5'-methyltransferase
sm2				1,2-rhamnosyltransferase
DES6		1615000	1619552	56668
GGH1	AT1G78660	29590570	29593193	gamma-glutamyl hydrolase
AT5G24300	AT5G24300	8266801	8271199	transferase, transferring glycosyl groups
AT1G75270	AT1G75270	28253736	28255011	glutathione dehydrogenase (ascorbate)
NUOB14		1821830	1823802	57090
GGPS4	AT2G18640	8090822	8091970	geranylgeranyl pyrophosphate synthase
PAP26	AT5G34850	13125384	13128861	acid phosphatase
CAT3	AT1G20620	7143057	7146530	catalase
SAD9	NIL			anthranilate N-methyltransferase
FAD2-2	NIL			delta9 fatty acid conjugase-like
FkOMT72				matairesinol 4-<i>O</i>-methyltransferase
Glyma.02G104500	Glyma.02G104500			Glyma.02G104500
Soltu.DM.07G023630	Soltu.DM.07G023630			Soltu.DM.07G023630.1
ATP1	NIL	93735	98090	76602
GER1	AT1G73250	27548667	27550096	GDP-4-keto-6-deoxymannose-3,5-epimerase-4-reductase
SDH2-3	AT5G65165	26051648	26053153	succinate dehydrogenase
5PTase7	AT2G32010	13631869	13636223	phosphatidyl inositol polyphosphate 5-phosphatase
DQ124868	NIL			L-idonate 5-dehydrogenase
TNMT	NIL			canadine N-methyltransferase / tetrahydroprotoberberine cis-N-methyltransferase
MRN1	AT5G42600			marneral synthase
Lj1g0022791	Lj1g0022791			Lj1g0022791.1
LCO	NIL			lycopene cleavage oxygenase
GWD	AT1G10760	3581035	3590044	glucan, water dikinase
PAAS	NIL			phenylacetaldehyde synthase
Glyma.18G266100	Glyma.18G266100			Glyma.18G266100
PT1L				naringenin chalcone dimethylallyltransferase [multifunctional]
LOC_Os02g04710				cycloartenol synthase
AT1G05680	AT1G05680	1703091	1704688	UDP-glucosyltransferase
IDH-III	AT4G35650	16908524	16910195	NAD+-dependent isocitrate dehydrogenase regulatory subunit
ADH1	Cre20.g758200.t1.1			alcohol dehydrogenase / acetaldehyde dehydrogenase
AT2G45550	AT2G45550			geraniol 9-/8- hydroxylase
AT9	NIL			acetyl-CoA:alcohol O-acyltransferase
EAS34	NIL			5-epi-aristolochene synthase
DES				acyl-lipid &omega;-13 desaturase
TYRDC1	AT4G28680	14155254	14158722	tyrosine decarboxylase
DWARF27				&beta;-carotene isomerase
Soltu.DM.07G021350	Soltu.DM.07G021350			Soltu.DM.07G021350.1
LjContig00081g0023066	LjContig00081g0023066			LjContig00081g0023066.1
ASAT4				sucrose triacyl 2-<i>O</i>-acetyltransferase
AT5G67590	AT5G67590	26975227	26976783	NADH-ubiquinone oxidoreductase 18/21 kDa subunit
ISPR	NIL			(-)-isopiperitenone reductase
kdsA1	AT1G79500	29908319	29911452	3-deoxy-8-phosphooctulonate synthase
VPS	NIL			phlorisovalerophenone synthase
Mg17	NIL			alpha-terpineol synthase
AT2G01290	AT2G01290	148918	150381	ribose-5-phosphate isomerase
Hyp-1	NIL			phenolic oxidative coupling protein
petB		20007	20654	ChreCp008
AT3G47450	AT3G47450	17494053	17497332	GTPase
NAD3		331175	338212	195711
UGT71C4	AT1G07250	2225899	2227565	quercetin 7-O-glucosyltransferase / quercetin 3-O-glucosyltransferase
CYP82D61				(-)-deoxypodophyllotoxin hydroxylase
CCoAOMT	NIL			caffeoyl-CoA-O-methyltransferase
psaB				Photosystem I P700 chlorophyll a apoprotein A2
pTQPT1	NIL			quinolinate phosphoribosyltransferase (decarboxylating)
AT2G38040.1	AT2G38040.1	15924171	15928248	acetyl-CoA carboxyltransferase alpha
AT5G09300	AT5G09300	2884180	2886864	branched-chain &alpha;-keto acid decarboxylase E1-&alpha; subunit
AH12				oleoyl-lipid 12-hydroxylase/desaturase
CHS5_SOYBN	NIL			chalcone synthase
PsaG				Photosystem I reaction center subunit V
LPD2	AT3G17240	5889878	5892258	mitochondrial lipoamide dehydrogenase 2
NADP-ME3	AT5G25880	9024552	9028380	NADP-malic enzyme
Bx1				indole-3-glycerol phosphate lyase
AT2G40840	AT2G40840	17052041	17058025	4-alpha-glucanotransferase
CYP81E7	NIL			isoflavone 2'-hydroxylase
MTO2	AT4G29840	14599222	14601061	threonine synthase
Lj3g0008243	Lj3g0008243			Lj3g0008243.1
Soltu.DM.07G014190	Soltu.DM.07G014190			Soltu.DM.07G014190.1 // Soltu.DM.07G014190.2 // Soltu.DM.07G014190.3
NUO17		111840	113344	131464
AT5G26030	AT5G26030	9096463	9099188	ferrochelatase I
Cre13.g567600	Cre13.g567600	892019	894348	187882
NSY	NIL			neoxanthin synthase
CYP86A22	NIL			cytochrome P450 fatty acid omega-hydroxylase [multifunctional]
pSP-54	NIL			subunit pSP-54
Glyma.10G062600	Glyma.10G062600			Glyma.10G062600
UGT75B2	AT1G05530	1636495	1637862	UDP-glucosyltransferase//abscisic acid glucosyltransferase
Glyma.09G128400	Glyma.09G128400			Glyma.09G128400
hvDMAS1	NIL			deoxymugineic acid synthase
VTE5	AT5G04490	1279761	1281670	phytol kinase
AH12				oleate 12-hydroxylase
KAO2	AT2G32440	13782656	13785079	ent-kaurenoate oxidase
GAME8				22-hydroxycholesterol 26-hydroxylase
DFR	NIL			dihydroflavonol-4-reductase
g-teo	NIL			terpinolene synthase
Soltu.DM.07G012440	Soltu.DM.07G012440			Soltu.DM.07G012440.1
LPP1	AT2G01180			lipid phosphatidate phosphatase
petG		103541	103654	ChreCp045
Glyma.17G166500	Glyma.17G166500			Glyma.17G166500
At3g29590	NIL			anthocyanin 5-<i>O</i>-glucoside 6"-<i>O</i>-malonyltransferase
CYP71E7	NIL			CYP71E7
PFOMT-1	NIL			phenylpropanoid and flavonoid O-methyltransferase
LHCB4		96303	98248	Chlorophyll a-b binding protein CP29
AT3G19710	AT3G19710	6846975	6849503	methionine-oxo-acid transaminase
ADH1	NIL			alcohol dehydrogenase
OMT3				pluviatolide 4-<i>O</i>-methyltransferase
NRS/ER	AT1G63000	23346058	23347778	dTDP-4-dehydrorhamnose 3,5-epimerase//UDP-4-keto-rhamnose-4-keto-reductase//dTDP-4-dehydrorhamnose reductase//UDP-4-keto-6-deoxy-glucose-3,5-epimerase
ILL4	At1g51760			jasmonoyl-L amino acid hydrolase ILL4
UGT71B5	AT4G15280	8719182	8720618	UDP-glycosyltransferase
Zm00001d011876	Zm00001d011876	163614240	163618286	Zm00001d011876
AT2G37940	AT2G37940			inositolphosphorylceramide synthase
AT5G64440	AT5G64440	25782976	25787726	N-(long-chain-acyl)ethanolamine deacylase
LePGT-1	NIL			4-hydroxybenzoate geranyltransferase
OAT	NIL			ornithine delta-aminotransferase
AT3G59970	AT3G59970	22162198	22165460	methylenetetrahydrofolate reductase (NADPH)
AT1G58300	AT1G58300	21631677	21633661	oxidoreductase
AT1G32380	AT1G32380	11681732	11684458	ribose-phosphate diphosphokinase
PSY				chloroplastic phytoene synthase
PLD epsilon	AT1G55180	20588724	20591296	phospholipase D
Acl1	NIL			holo-[acyl carrier protein]
Cpal2	NIL			delta12 linoleate epoxygenase
AT5G35360	AT5G35360	13601388	13605726	biotin carboxylase
AT2G20860	AT2G20860	8986660	8988307	lipoic acid synthase
PRX1	NIL			aurone synthase
AT1G27450	AT1G27450	9531826	9534101	adenine phosphoribosyltransferase
PWD	AT5G26570			phosphoglucan, water dikinase
COX3	ATMG00730	217631	219077	complex IV subunit 3
AT2G14920	AT2G14920	6425281	6426318	brassinosteroid sulfotransferase
SSTLH1	NIL			germacrene B synthase
Cre06.g282150	Cre06.g282150	466184	468195	130596
Soltu.DM.10G003680	Soltu.DM.10G003680			Soltu.DM.10G003680.1
CHS	NIL			chalcone synthase
MGD1	AT4G31780	15374005	15377140	UDP-galactose:DAG galactosyltransferase
NFS1	AT5G65720	26313479	26315298	cysteine desulfurase//transaminase
CAS1	AT2G07050	2924444	2930669	cycloartenol synthase
CYC1		44168	50152	133395
CSD2	AT2G28190	12021575	12023646	copper, zinc superoxide dismutase
CYP71CB1				sesquiterpenoid 3&beta;-hydroxylase
ADCL	NIL			ADCL subunits
PKS3	NIL			aloesone synthase
ASAT4				sucrose acetyltransferase
AT5G06090	AT5G06090	1835107	1836723	glycerol-3-phosphate O-acyltransferase
AT2G04400	AT2G04400	1531147	1533734	indole-3-glycerol-phosphate synthase
AT5G13440	AT5G13440	4308132	4310184	Rieske iron-sulfur subunit
LPP&gamma;	AT5G03080			plastidic phosphatidic acid phosphatase
BPAO2	NIL			polyamine oxidase
AANTSYNA	NIL			alpha1 anthranilate synthase
ILL2	At5g56660			indole-3-acetyl-L-alanine hydrolase
5GT	NIL			flavonoid 5-<i>O</i>-glucosyltransferase
AT5G16760	AT5G16760	5509677	5511235	Ins(1,3,4)P3 6-kinase / Ins(1,3,4)P3 5-kinase
LOX1	NIL			9-lipoxygenase
DPMS1	AT1G20575	7126762	7128735	dolichyl-phosphate beta-D-mannosyltransferase
G6PD2	AT5G13110	4158814	4161823	glucose-6-phosphate 1-dehydrogenase
PcFSI	NIL			flavone synthase I
Lj6g0021874	Lj6g0021874			Lj6g0021874.1
PANB2	AT3G61530	22782439	22784765	ketopantoate hydroxymethyltransferase
eafar	NIL			alpha farnesene synthase
DTS2	NIL			9beta-pimara-7,15-diene synthase
CCS1	NIL			caffeine synthase
atpE	NIL	59955	60380	ChreCp023
TKPR2	AT1G68540	25723689	25725028	oxidoreductase
CbEGS2	NIL			Cb-eugenol synthase
AT1G78950	AT1G78950	29689325	29693566	beta-amyrin synthase
F3'HI				flavonoid 3'-monooxygenase
FPS1	NIL			farnesyl pyrophosphate synthase
AT1G25220	AT1G25220	8837057	8839488	anthranilate synthase
AtCoaC	AT3G18030	6167650	6168954	phosphopantothenoylcysteine decarboxylase
CDS				copalyl diphosphate synthase
Peaxi162Scf00245g00010	Peaxi162Scf00245g00010			Peaxi162Scf00245g00010
85K11				geraniol glucosyltransferase
HIUHase	NIL			hydroxyisourate hydrolase
RBCS2A		6506	7637	108283
CaXMT1	NIL			7-methylxanthosine synthase
CYP71Z18	100273457			zealexin A1 synthase
P450 monooxygenase	NIL			cyt P450 monooxygenase
NADK3	AT1G78590	29569142	29571268	NADK3 subunit
Glyma.12G058302	Glyma.12G058302			Glyma.12G058302
Lj3g0014016	Lj3g0014016			Lj3g0014016.1
FACL				short chain fatty acid CoA ligase
NADK2	AT1G21640	7588586	7592879	NAD kinase
Glyma.10G108400	Glyma.10G108400			Glyma.10G108400
PLR	NIL			(+)-pinoresinol/(-)-lariciresinol reductase
AT4G01190.1	AT4G01190.1	504211	506131	1-phosphatidylinositol-4-phosphate 5-kinase
AT5G17990	AT5G17990	5957215	5959907	anthranilate phosphoribosyltransferase
AT4G37840	AT4G37840			glucokinase / fructokinase
Lj1g0014612	Lj1g0014612			Lj1g0014612.1
FSD3	AT5G23310	7850526	7852535	iron superoxide dismutase
Seita.7G233600	Seita.7G233600			Seita.7G233600.1.p
SbCHS2				SbCHS2 subunit
AT3G57560	AT3G57560	21321802	21323289	acetylglutamate kinase
PF3R4	NIL			anthocyanin 5-O-glucosyltransferase
CAT2	AT4G35090	16700347	16703330	catalase 2 subunit
<i>cis</i>ZOG1	NIL			cis-zeatin-O-glucosyltransferase
OMT1	NIL			orcinol O-methyltransferase
AT1G74540	AT1G74540			CYP98A8
alliinase	NIL			S-alk(en)-L-cysteine sulfoxide lyase
UAM1				UDP-arabinopyranose mutase 1
COR1.1	NIL			codeinone reductase
AT3G32040	AT3G32040	13051417	13052753	farnesyltranstransferase
PNSesq	NIL			sesquithujene synthase
GA20ox1	AT4G25420	12990894	12992468	gibberellin 20-oxidase
AT5G64813	AT5G64813			GTPase
HEMA2	AT1G09940	3236997	3239556	glutamyl-tRNA reductase
AT3G50740	AT3G50740	18866142	18867865	UDP-glycosyltransferase//coniferyl-alcohol glucosyltransferase
PANC	AT5G48840	19820783	19822303	pantoate:&beta;-alanine ligase
GNT2	At2g05320			&alpha;-1,6-mannosyl-glycoprotein 2-&beta;-<em>N</em>-acetylglucosaminyltransferase
LjContig00155g0020028	LjContig00155g0020028			LjContig00155g0020028.1
UGT84B1	AT2G23260	9907009	9908519	indole-3-acetic acid glucosyltransferase / abscisic acid glucosyltransferase
AT1G14080	AT1G14080			alpha (1,2)fucosyltransferase 6
Zm00001d032152	Zm00001d032152	214573739	214579407	Cynnamoyl-CoA reductase
AF033538	NIL			Caffeic acid O-methyltransferase
AT2G46370	AT2G46370	19040860	19043732	jasmonoyl-amino acid synthetase
Cre10.g461050	Cre10.g461050	2309857	2314290	Cre10.g461050.t1.1
AT5G07010	AT5G07010	2174679	2176107	sulfotransferase
CYP93B23	NIL			apigenin synthase
ACS7	AT4G26200	13275316	13277197	1-aminocyclopropane-1-carboxylate synthase
FCLY	AT5G63910			farnesylcysteine lyase
AT4G29460	AT4G29460	14482881	14483942	phospholipase A2
AT1G61850	AT1G61850			phospholipase A1
Lj3g0012762	Lj3g0012762			Lj3g0012762.1
QCR9		676415	677319	159566
f-<i>E</i>&alpha;bis	NIL			(<i>E</i>)-&alpha;-bisabolene synthase
DVR	AT5G18660	6220783	6222230	3,8-divinyl protochlorophyllide 8-vinyl reductase
ASAT3				sucrose diacyl 3'-<i>O</i>-acyltransferase
IDH-II	AT2G17130	7467896	7469636	NAD+-dependent isocitrate dehydrogenase regulatory subunit
Glyma.02G105000	Glyma.02G105000			Glyma.02G105000
Glyma.14G198100	Glyma.14G198100			Glyma.14G198100
AT4G37400	AT4G37400			CYP81F3 monooxygenase
CYP98A6	NIL			4-coumaroyl-4'-hydroxyphenyllactate 3-hydroxylase
TPS-Bis	NIL			(<i>E</i>)-&alpha-bisabolene synthase
ASN3	AT5G10240	3212689	3216467	asparagine synthase (glutamine-hydrolyzing)
bx7				TRIBOA glucoside methylase
psaC				Photosystem I iron-sulfur center
AT2G24580	AT2G24580	10451869	10453321	sarcosine oxidase
AT5G42080	AT5G42080	16837512	16841981	GTPase
PNAE	NIL			polyneuridine aldehyde esterase
CYP79B3	AT2G22330	9495634	9498267	CYP79B3
AT3G30775	AT3G30775	12451115	12453727	proline dehydrogenase
lox10				13-S-lipoxygenase
FNS I-1				flavone synthase I
CRTISO		436719	442856	carotenoid isomerase
AT5G49810	AT5G49810	20256569	20263606	S-adenosylmethionine-dependent methyltransferase
CYP706B1	NIL			(+)-delta-cadinene-8-hydroxylase
Ss5MaT1	NIL			anthocyanin 5-O-glucoside-6'''-O-malonyltransferase
nad1		10346	11224	ChrepMp07
cyMDH	NIL			malate dehydrogenase
AT5G17920	AT5G17920	5935040	5939489	methionine synthase
AT3G11980	AT3G11980	3814242	3817123	fatty acyl-CoA reductase (alcohol-forming)
AT1G65880	AT1G65880			benzoate-CoA ligase
BAM3	AT4G17090			&beta;-amylase
AT5G64070.1	AT5G64070.1	25654202	25661672	1-phosphatidylinositol 4-kinase
Lj1g0006975	Lj1g0006975			Lj1g0006975.2
AT1G48420	AT1G48420	17900266	17902472	D-cysteine desulfhydrase
Cre07.g325500	Cre07.g325500			Cre07.g325500.t1.1
UGT80B1	AT1G43620	16427852	16432640	3&beta;-hydroxy sterol glucosyltransferase
PfAT208	NIL			anthocyanidin 3-O-glucoside 6''-O-acyltransferase [multifunctional]
UGT78D2	AT5G17050	5607791	5609495	quercetin 3-O-glucosyltransferase [multifunctional]
CPI				cyclopropyl sterol isomerase
BCE2	AT3G06850	2157980	2160629	branched-chain keto-acid dehydrogenase complex E2 subunit//alpha-ketoacid dehydrogenase
CLA1	AT4G15560	8883905	8887563	1-deoxy-D-xylulose-5-phosphate synthase
UGT71A10	NIL			lignan glucosyltransferase
PDS2	AT3G11945	3779845	3782960	homogentisate solanesyltransferase
Soltu.DM.07G021400	Soltu.DM.07G021400			Soltu.DM.07G021400.1
SAD10	NIL			UDP-glucose: acyl glucosyltransferase
peroxidase 3	NIL			flavonoid peroxidase 3
BBE	NIL			berberine bridge enzyme
NUOP4		1103627	1104309	191146
HMT1	NIL			homocysteine methyltransferase
GolS3	AT1G09350	3019821	3021443	transferase, transferring hexosyl groups//transferase, transferring glycosyl groups
NAR1.4	Cre07.g335600	404277	408766	132235
BIS2	NIL			biphenyl synthase
ATP1B	NIL	2190181	2196355	141145
Glyma.05G181100	Glyma.05G181100			Glyma.05G181100
AT4G19690	AT4G19690			iron regulated transporter
A/N-InvA	AT1G56560	21196164	21198777	neutral invertase
3&beta;HSD				3&beta;-hydroxysteroid/C4-decarboxylase
fad2	AT3G12120			omega-6-oleate desaturase
PH1	NIL			prunasin hydrolase
CHLM	AT4G25080	12876958	12878657	magnesium protoporphyrin IX methyltransferase
AT1G61720	AT1G61720	22794833	22796465	anthocyanidin reductase
AT5G23980	AT5G23980	8098055	8101326	ferric-chelate reductase
ARA1	AT4G16130	9120879	9127950	arabinose kinase
ALDH10A9	AT3G48170	17797125	17800993	betaine aldehyde / aminoaldehyde dehydrogenase
OsNAS2	NIL			nicotianamine synthase
oasA1	AT4G14880	8517955	8520464	cysteine synthase
KOL4	NIL			cytochrome P450 dependent diterpene olefin hydroxylase
NTP1	NIL			nucleoside-triphosphatase
GAUT1	AT3G61130	22632967	22636691	polygalacturonate 4-alpha-galacturonosyltransferase
PAP4	NIL			purple acid phosphatase
AT3G54470	AT3G54470	20179073	20181275	orotate phosphoribosyltransferase
&beta;-primeverosidase	NIL			beta-primeverosidase (Yabukita)
NAD-SDH	NIL			sorbitol dehydrogenase
RGP2	AT5G15650	5092160	5094497	UDP-L-arabinose mutase
LjContig00141g0008391	LjContig00141g0008391			LjContig00141g0008391.1
GA2ox3	NIL			gibberellin 2-oxidase
AT1G72040	AT1G72040	27115556	27118004	phosphotransferase, alcohol group as acceptor
CHLI	NIL			magnesium chelatase subunit I
Seita.1G108600	Seita.1G108600			Seita.1G108600.1.p
GABA-TP2	NIL			gamma aminobutyrate transaminase
PMT1	NIL			putrescine N-methyltransferase
Glyma.02G105100	Glyma.02G105100			Glyma.02G105100
CYP71AV1	NIL			amorpha-4,11-diene monooxygenase
AT3G03530	AT3G03530	842506	845050	non-specific phospholipase C4
CHLD	NIL			magnesium chelatase subunit D
Cre09.g405850	Cre09.g405850	732372	737858	Cre09.g405850.t1.1
IPT5	AT5G19040	6361839	6363415	adenylate dimethylallyltransferase
DCS	NIL			diketide-CoA synthase
AT1G47510	AT1G47510	17438041	17440836	gphosphatidylinositol-4,5-bisphosphate 5-phosphatase//gphosphatidylinositol-3,5-bisphosphate 5-phosphatase//gphosphatidylinositol-3,4,5-trisphosphate 5-phosphatase
AT4G33520	AT4G33520	16118899	16126154	ATPase, coupled to transmembrane movement of ions, phosphorylative mechanism
Glyma.16G033700	Glyma.16G033700			Glyma.16G033700
Lj3g0018701	Lj3g0018701			Lj3g0018701.1
ATPvE		1486367	1488471	190371
AT2G38670	AT2G38670	16175915	16178996	ethanolamine-phosphate cytidylyltransferase
ARS2				5-pentadecatrienylresorcinol synthase
LFS	NIL			lachrymatory factor synthase
ATC4H	AT2G30490	13000740	13002847	cinnamate 4-hydroxylase
GAME18				&gamma;-tomatine glucosyltransferase
AT1G31860	AT1G31860	11434088	11436587	phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase
AT3G57650	AT3G57650	21360484	21364151	1-acylglycerol-3-phosphate O-acyltransferase
CYP98A9	AT1G74550			tricoumaroylspermidine <i>meta</i>-hydroxylase
CYP94C1	AT2G27690			laurate 12-hydroxylase / fatty acid omega-hydroxylase
HQT	NIL			hydroxycinnamoyl-CoA quinate hydroxycinnamoyltransferase
AT4G35020	AT4G35020	16672944	16674776	GTPase
GA2ox1	NIL			gibberellin 2-oxidase
ABA1	AT5G67030	26770736	26774462	zeaxanthin epoxidase
4CL3	AT1G65060	24170865	24175165	4-coumarate-CoA ligase
VTC2	AT4G26850			GDP-L-galactose phosphorylase
FOMT5	NIL			flavonoid 4'-<i>O</i>-methyltransferase
Glyma.02G105300	Glyma.02G105300			Glyma.02G105300
UGT85B1				UDP-glucose:p-hydroxymandelonitrile-O-glucosyltransferase
AT5G65110	AT5G65110	26026861	26029745	acyl-CoA oxidase
MNR	NIL			neomenthol dehydrogenase
SES	NIL			selinene synthase
LAS1	AT3G45130	16523256	16528507	lanosterol synthase
ASAT2				sucrose 4-isovalerate-3-<i>O</i>-acyltransferase
PKS	NIL			chalcone synthase
AT5G10300	AT5G10300	3239618	3240871	hydroxynitrile lyase
GS-OX1	AT1G65860	24502729	24506408	glucosinolate S-oxygenase
